"RN","ThreAss","ThreCon","intervention","step","Asupp","Bsupp","ABsupp","Apos","Aneg","A","Bpos","Bneg","B","ABpos","ABneg","AB","sr-supporters","sr-opponents","satisfaction-rate","support-rate"
"27","0.6","0.8","0","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","66","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"28","0.6","0.8","1","10","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","7","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","1","16","20","4","11","5","0","15","4","1","4","0","0","0.75","0.6875","0.75","0.5"
"24","0.6","0.4","1","60","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"26","0.6","0.6","1","48","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"22","0.6","0.2","1","67","1","39","0","0","1","0","25","13","1","0","0","0","0.6410256410256411","0","0.625","0.975"
"28","0.6","0.8","1","11","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","8","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","67","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"26","0.6","0.6","1","49","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"24","0.6","0.4","1","61","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"27","0.6","0.8","0","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","12","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","68","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"29","0.6","1","0","9","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"26","0.6","0.6","1","50","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"24","0.6","0.4","1","62","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"30","0.6","1","1","2","18","21","1","14","3","1","14","6","1","1","0","0","0.6666666666666666","0.7777777777777778","0.725","0.525"
"22","0.6","0.2","1","68","1","39","0","0","1","0","25","13","1","0","0","0","0.6410256410256411","0","0.625","0.975"
"25","0.6","0.6","0","69","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"27","0.6","0.8","0","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","10","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","63","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"29","0.6","1","0","11","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","13","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","70","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"30","0.6","1","1","3","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","64","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"22","0.6","0.2","1","69","1","39","0","0","1","0","25","13","1","0","0","0","0.6410256410256411","0","0.625","0.975"
"29","0.6","1","0","12","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","14","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","71","6","33","1","5","1","0","23","10","0","1","0","0","0.696969696969697","0.8333333333333334","0.725","0.825"
"27","0.6","0.8","0","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","65","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"30","0.6","1","1","4","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","13","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","15","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","36","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","72","5","34","1","4","1","0","24","10","0","1","0","0","0.7058823529411765","0.8","0.725","0.85"
"24","0.6","0.4","1","66","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"22","0.6","0.2","1","70","1","39","0","0","1","0","25","13","1","0","0","0","0.6410256410256411","0","0.625","0.975"
"29","0.6","1","0","14","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","16","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","37","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","67","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"30","0.6","1","1","5","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","73","6","34","0","4","2","0","24","10","0","0","0","0","0.7058823529411765","0.6666666666666666","0.7","0.85"
"29","0.6","1","0","15","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","38","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","68","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"22","0.6","0.2","1","71","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","16","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","17","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","6","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","39","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","74","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"24","0.6","0.4","1","69","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"28","0.6","0.8","1","18","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","17","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","40","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","72","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"25","0.6","0.6","0","75","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"30","0.6","1","1","7","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","70","8","32","0","0","8","0","31","1","0","0","0","0","0.96875","0","0.775","0.8"
"29","0.6","1","0","18","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","19","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","41","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","76","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"29","0.6","1","0","19","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","71","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"22","0.6","0.2","1","73","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"27","0.6","0.8","0","42","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","8","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","77","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"28","0.6","0.8","1","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","72","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"27","0.6","0.8","0","43","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","74","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"28","0.6","0.8","1","22","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","78","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"24","0.6","0.4","1","73","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"30","0.6","1","1","9","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","44","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","23","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","22","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","79","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"24","0.6","0.4","1","74","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"22","0.6","0.2","1","75","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","23","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","24","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","45","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","80","5","35","0","4","1","0","26","9","0","0","0","0","0.7428571428571429","0.8","0.75","0.875"
"24","0.6","0.4","1","75","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"30","0.6","1","1","10","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","24","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","25","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","46","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","76","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","25","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","76","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"25","0.6","0.6","0","81","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"27","0.6","0.8","0","47","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","26","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","26","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","77","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"27","0.6","0.8","0","48","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","27","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","11","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","77","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"25","0.6","0.6","0","82","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"29","0.6","1","0","27","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","78","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"27","0.6","0.8","0","49","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","28","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","28","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","12","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","79","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"25","0.6","0.6","0","83","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"28","0.6","0.8","1","29","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","50","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","29","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","80","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"25","0.6","0.6","0","84","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"22","0.6","0.2","1","78","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"28","0.6","0.8","1","30","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","13","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","81","5","35","0","0","5","0","33","2","0","0","0","0","0.9428571428571428","0","0.825","0.875"
"27","0.6","0.8","0","51","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","85","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"22","0.6","0.2","1","79","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","30","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","52","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"24","0.6","0.4","1","82","4","36","0","0","4","0","34","2","0","0","0","0","0.9444444444444444","0","0.85","0.9"
"28","0.6","0.8","1","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","14","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","86","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"29","0.6","1","0","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","53","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"22","0.6","0.2","1","80","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"28","0.6","0.8","1","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","83","3","37","0","0","3","0","35","2","0","0","0","0","0.9459459459459459","0","0.875","0.925"
"25","0.6","0.6","0","87","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"27","0.6","0.8","0","54","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","88","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"27","0.6","0.8","0","55","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","81","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"30","0.6","1","1","15","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","84","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"25","0.6","0.6","0","89","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"27","0.6","0.8","0","56","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"29","0.6","1","0","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","82","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"27","0.6","0.8","0","57","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","36","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","85","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"29","0.6","1","0","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","16","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","58","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","37","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","90","4","36","0","3","1","0","26","10","0","0","0","0","0.7222222222222222","0.75","0.725","0.9"
"22","0.6","0.2","1","83","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","36","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","86","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"27","0.6","0.8","0","59","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"30","0.6","1","1","17","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","38","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","91","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"29","0.6","1","0","37","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","60","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","39","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","84","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"24","0.6","0.4","1","87","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"29","0.6","1","0","38","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","92","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"30","0.6","1","1","18","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","61","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","39","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","40","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","62","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"24","0.6","0.4","1","88","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"25","0.6","0.6","0","93","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"29","0.6","1","0","40","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","41","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","85","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"30","0.6","1","1","19","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","63","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","41","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","42","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","94","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"27","0.6","0.8","0","64","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","42","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","86","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"28","0.6","0.8","1","43","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","95","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"24","0.6","0.4","1","89","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"27","0.6","0.8","0","65","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"29","0.6","1","0","43","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","44","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"25","0.6","0.6","0","96","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"27","0.6","0.8","0","66","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"24","0.6","0.4","1","90","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"22","0.6","0.2","1","87","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"29","0.6","1","0","44","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"30","0.6","1","1","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"28","0.6","0.8","1","45","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"27","0.6","0.8","0","67","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"25","0.6","0.6","0","97","1","39","0","1","0","0","28","11","0","0","0","0","0.717948717948718","1","0.725","0.975"
"29","0.6","1","0","45","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"24","0.6","0.4","1","91","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"27","0.6","0.8","0","68","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"28","0.6","0.8","1","46","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"22","0.6","0.2","1","88","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
